row_id,sentiment_text,ground_truth,final_text_original,bing_liu_sentiment,bing_liu_sentiment_score,bing_liu_sentiment_confidence,swn_sentiment
233,"Thinking about an Israeli Empire.Greater Israel looking more and more likely at this rate.With Palestinians ethnically cleansed, killed off or used as slave labour.Trump seems to be compromised by Israel and Russia.#GazaGenocide #WestBankSettlements #IranWar #Syria #Lebanon #GreaterIsrael",negative,"thinking about an israeli empire.greater israel looking more and more likely at this rate.with palestinians ethnically cleansed, killed off or used as slave labour.trump seems to be compromised by israel and russia.#gazagenocide #westbanksettlements #iranwar #syria #lebanon #greaterisrael",negative,-0.3333333333333333,0.3333333333333333,Neutral
234,"RE: https://mastodon.social/@RonSupportsYou/116184853130064983Dan Pfeiffer, about the #IranWar and its effects: &quot;This doesn’t even factor in the regime change war in the Middle East costing a billion dollars a day, disrupting the global economy and spiking oil prices&quot;:",negative,"re: pfeiffer, about the #iranwar and its effects: &quot;this doesn’t even factor in the regime change war in the middle east costing a billion dollars a day, disrupting the global economy and spiking oil prices&quot;:",neutral,0.0,0.0,Neutral
235,"&quot;Three big stories, all from yesterday, are walloping Trumpworld&quot; by Jay Kuo: https://statuskuo.substack.com/p/the-shit-hits-the-fan?r=1zr8b&amp;utm_campaign=post&amp;utm_medium=web&amp;triedRedirect=true&amp;_src_ref=mastodon.social #Noem #MarkWaynesWorld #IranWar #EpsteinFiles #coverup copy: @renewedresistance #politics",neutral,"&quot;three big stories, all from yesterday, are walloping trumpworld&quot; by jay kuo: #noem #markwaynesworld #iranwar #epsteinfiles #coverup copy: @renewedresistance #politics",neutral,0.0,0.0,Neutral
236,"He really wants to destroy the Labour Party, doesn&#39;t he?Making things too easy for the Greens!https://www.theguardian.com/politics/2026/mar/06/keir-starmer-accused-of-mimicking-trump-with-middle-east-crisis-tiktok-post#KeirStarmer #Starmer #IranWar #TikTok #Greens #GreenParty #GPEW #UKPOL #UKpolitics",negative,"he really wants to destroy the labour party, doesn&#39;t he?making things too easy for the greens! #starmer #iranwar #tiktok #greens #greenparty #gpew #ukpol #ukpolitics",neutral,0.0,1.0,Neutral
237,"Today we've seen, at various times:  Radio Farda on 1395 5875 [anywhere btwn 7465-7515] 9390 9515 12005 13755 + 24/7? 5860 7470 11575  Iran International 864 5885.3 9525 15750.3 17900, but not 12110  VOA 1730-2330z 1548, but NO SW (7590 9915 off; 11575 taken over by Farda)  #shortwave #Iran #IranWar",neutral,"today we've seen, at various times: radio farda on 1395 5875 [anywhere btwn 7465-7515] 9390 9515 12005 13755 + 24/7? 5860 7470 11575 iran international 864 5885.3 9525 15750.3 17900, but not 12110 voa 1730-2330z 1548, but no sw (7590 9915 off; 11575 taken over by farda) #shortwave #iran #iranwar",neutral,0.0,0.0,Neutral
238,"I am a twice deployed US Army Iraq #veteran . They told the same lies then, too! ""They have WMDs!"" Like #trump or #jdvance  cares! We are all #suckersandlosers to them! #nowar #IranWar #meme #politics",negative,"i am a twice deployed us army iraq #veteran . they told the same lies then, too! ""they have wmds!"" like #trump or #jdvance cares! we are all #suckersandlosers to them! #nowar #iranwar #meme #politics",positive,0.3333333333333333,0.3333333333333333,Neutral
239,"Here is Donald Trump and his #IranWar #MissionAccomplished banner, but it is important to read the small print in this #PoliticalCartoon by Bill Bramhall:",neutral,"here is donald trump and his #iranwar #missionaccomplished banner, but it is important to read the small print in this #politicalcartoon by bill bramhall:",positive,1.0,1.0,Neutral
240,"Speaker Mike Johnson falsely claimed: &quot;We are not at war.&quot; #IranWar #politics Dan Pfeiffer explained: &quot;This war is so illegal that if you call it a war, you are admitting to a crime.&quot;",negative,"speaker mike johnson falsely claimed: &quot;we are not at war.&quot; #iranwar #politics dan pfeiffer explained: &quot;this war is so illegal that if you call it a war, you are admitting to a crime.&quot;",negative,-1.0,1.0,Neutral
241,"In addition, when 12110 wasn't active, UTwente users were reporting Iran International on 15750, another new freq!  15750 did have strong Bubble #Jamming also but not for the entire time Iran International was on it; it went off around 1717z  #shortwave #Iran #IranWar #WARINIRANRE: https://bsky.app/profile/did:plc:gzdjt2bb6zkdknijroh6tm6i/post/3mggge3ihts2m",neutral,"in addition, when 12110 wasn't active, utwente users were reporting iran international on 15750, another new freq! 15750 did have strong bubble #jamming also but not for the entire time iran international was on it; it went off around 1717z #shortwave #iran #iranwar #wariniranre:",negative,-1.0,1.0,Neutral
242,"Ben Rhodes: &quot;The #IranWar benefits Bibi Netanyahu, Putin, and US defense contractors. The rest of us, not so much. Russia gains from the continued diminution of U.S. munitions, decreased attention on Ukraine, Gulf states hedging, a potential refugee crisis that could bolster far right parties in Europe, and increased divisions inside America.&quot; copy: @renewedresistance #UnjustifiedWar",neutral,"ben rhodes: &quot;the #iranwar benefits bibi netanyahu, putin, and us defense contractors. the rest of us, not so much. russia gains from the continued diminution of u.s. munitions, decreased attention on ukraine, gulf states hedging, a potential refugee crisis that could bolster far right parties in europe, and increased divisions inside america.&quot; copy: @renewedresistance #unjustifiedwar",positive,0.6363636363636364,0.6363636363636364,Neutral
243,"One freq I've overlooked today is 9525 kHz. Actually I've been to it, and did hear some Persian talk. But I kept thinking it was BBC to Afghanistan.  Nope -- Twente WebSDR chat says it's actually Iran International 😮  I think it's still active, but too weak here! #shortwave #Iran #IranWar #WARINIRAN",neutral,"one freq i've overlooked today is 9525 khz. actually i've been to it, and did hear some persian talk. but i kept thinking it was bbc to afghanistan. nope -- twente websdr chat says it's actually iran international :face_with_open_mouth: i think it's still active, but too weak here! #shortwave #iran #iranwar #wariniran",negative,-1.0,1.0,Neutral
244,NOW PLAYING == The David Pakman Show 3/6/26 - The firings have started and the embarrassment is growing https://www.youtube.com/watch?v=zVQ980mHrO4 #news #uspol #geopolitics #iranwar #trump #commentary #progressive #left #DavidPakman #Democrats #vsn #radio  #DiverseSpectrumOfTheLeft #SupportIndependentMedia #Resist,negative,now playing == the david pakman show 3/6/26 - the firings have started and the embarrassment is growing #news #uspol #geopolitics #iranwar #trump #commentary #progressive #left #davidpakman #democrats #vsn #radio #diversespectrumoftheleft #supportindependentmedia #resist,positive,0.3333333333333333,0.3333333333333333,Neutral
245,Stranded Americans in the Middle East navigate canceled flights and confusionAlyssa Ramos’ evacuation from Kuwait involved a 48-hour journey across four continents. The U.S. government did not h…#NewsBeep #News #Headlines #Aerospaceanddefenseindustry #AlyssaRamos #Business #CoryMcKane #DonaldTrump #Dubai #Generalnews #Iran #iranwar #JasonAltmire #MarcoRubio #MiddleEast #Politics #SusanDaley #U.S.DepartmentofState #U.S.news #UnitedArabEmirates #World #Worldnewshttps://www.newsbeep.com/421756/,neutral,stranded americans in the middle east navigate canceled flights and confusionalyssa ramos’ evacuation from kuwait involved a 48-hour journey across four continents. the u.s. government did not h…#newsbeep #news #headlines #aerospaceanddefenseindustry #alyssaramos #business #corymckane #donaldtrump #dubai #generalnews #iran #iranwar #jasonaltmire #marcorubio #middleeast #politics #susandaley #u.s.departmentofstate #u.s.news #unitedarabemirates #world #worldnews,neutral,0.0,0.0,Neutral
246,"Trump demands unconditional surrender to &#39;Make Iran Great Again&#39;United States President Donald Trump has demanded Iran&#39;s &quot;unconditional surrender,&quot; a week after launching ‌war with ‌Israel ⁠against the country.https://www.sbs.com.au/news/article/trump-demands-unconditional-surrender-to-make-iran-great-again/rgzyyn5mr#Iran #USANews #News #Trump #IranWar #USA #IranNews",negative,"trump demands unconditional surrender to &#39;make iran great again&#39;united states president donald trump has demanded iran&#39;s &quot;unconditional surrender,&quot; a week after launching ‌war with ‌israel ⁠against the country. #usanews #news #trump #iranwar #usa #irannews",positive,0.5,0.5,Neutral
247,Acknowledging @lookner for his exceptional coverage of the Iran conflict over the years. His insights are invaluable. Follow him and engage with his streams for comprehensive updates. #IranWar #OSINT,positive,acknowledging @lookner for his exceptional coverage of the iran conflict over the years. his insights are invaluable. follow him and engage with his streams for comprehensive updates. #iranwar #osint,positive,0.5,0.5,Neutral
248,"9390 kHz: another new frequency for Radio Farda!  // 5860; no jamming on either, although there's some jamming-like pulsating noise centered around 9385. And, WRMI is propagating on 9395.  But check 7470 if it's still on: yes. Another of today's additions.  #shortwave #Iran #IranWar #WARINIRAN",neutral,"9390 khz: another new frequency for radio farda! // 5860; no jamming on either, although there's some jamming-like pulsating noise centered around 9385. and, wrmi is propagating on 9395. but check 7470 if it's still on: yes. another of today's additions. #shortwave #iran #iranwar #wariniran",neutral,0.0,1.0,Neutral
249,"With the arrival of massive US bombers at UK bases, #KierStarmer is joining #Trump&#39;s murderous bombings which include - according to the BBC - schools, hospitals and cultural sites. #Iran #IranWar #WarCrimes",negative,"with the arrival of massive us bombers at uk bases, #kierstarmer is joining #trump&#39;s murderous bombings which include - according to the bbc - schools, hospitals and cultural sites. #iran #iranwar #warcrimes",neutral,0.0,1.0,Neutral
250,"""~1/4 of ppl in #Lebanon are under evacuation orders. J Ristord, our head of mission:🚨400K ppl had 1 hour to flee➡️sleeping in cars/in need of water &amp; essentials.""-MSFIsraeli FIN MIN Smotrich toured the border with LB &amp; vowed that💔“very soon, Dahiya will look like Khan Younis.” Commentary ID's a similar pattern in the💔“apocalyptic” scenes unfolding in Tehran. Israeli DEF MIN Katz has called this a “tornado plan” to “destroy Tehran.""#IranWar #Israel #WarCrimes #USPolhttps://mondoweiss.net/2026/03/israel-is-using-the-gaza-doctrine-in-lebanon-and-iran/",neutral,"""~1/4 of ppl in #lebanon are under evacuation orders. j ristord, our head of mission::police_car_light:400k ppl had 1 hour to flee:right_arrow:sleeping in cars/in need of water &amp; essentials.""-msfisraeli fin min smotrich toured the border with lb &amp; vowed that:broken_heart:“very soon, dahiya will look like khan younis.” commentary id's a similar pattern in the:broken_heart:“apocalyptic” scenes unfolding in tehran. israeli def min katz has called this a “tornado plan” to “destroy tehran.""#iranwar #israel #warcrimes #uspol",negative,-0.4285714285714285,0.4285714285714285,Neutral
251,An Uzbek citizen in Israel has been detained after posting a video mocking civilians rushing to bomb shelters during a rocket alert https://ow.ly/cxoE50Yqw2k #Uzbekistan #Israel #CentralAsia #RocketAlert #Iranwar Uzbek Citizen Detained in Isra...,neutral,an uzbek citizen in israel has been detained after posting a video mocking civilians rushing to bomb shelters during a rocket alert #uzbekistan #israel #centralasia #rocketalert #iranwar uzbek citizen detained in isra...,negative,-1.0,1.0,Neutral
252,An Uzbek citizen in Israel has been detained after posting a video mocking civilians rushing to bomb shelters during a rocket alert https://timesca.com/uzbek-citizen-detained-in-israel-after-video-mocking-civilians-during-rocket-alert/ #Uzbekistan #Israel #CentralAsia #RocketAlert #Iranwar,neutral,an uzbek citizen in israel has been detained after posting a video mocking civilians rushing to bomb shelters during a rocket alert #uzbekistan #israel #centralasia #rocketalert #iranwar,negative,-1.0,1.0,Neutral
253,Did we ever figure out what was the reason we started #IranWar?,neutral,did we ever figure out what was the reason we started #iranwar?,neutral,0.0,0.0,Neutral
254,A year ago Ukraine was told it had “no cards.”Today the U.S. is asking Kyiv how to defend against Iranian drone swarms.War has a strange way of reshuffling the deck. https://www.washingtonpost.com/national-security/2026/03/06/us-unprepared-iran-drones-ukraine/ #iranwar #press,neutral,a year ago ukraine was told it had “no cards.”today the u.s. is asking kyiv how to defend against iranian drone swarms.war has a strange way of reshuffling the deck. #iranwar #press,negative,-1.0,1.0,Neutral
255,A year ago Ukraine was told it had “no cards.”Today the U.S. is asking Kyiv how to defend against Iranian drone swarms.War has a strange way of reshuffling the deck. https://www.washingtonpost.com/national-security/2026/03/06/us-unprepared-iran-drones-ukraine/ #IranWar #press,neutral,a year ago ukraine was told it had “no cards.”today the u.s. is asking kyiv how to defend against iranian drone swarms.war has a strange way of reshuffling the deck. #iranwar #press,negative,-1.0,1.0,Neutral
256,"Radar bases housing key US missile interceptor hit in Jordan, Saudi Arabia, and UAE, satellite images show. 🎉 https://edition.cnn.com/2026/03/05/middleeast/radar-bases-us-missile-defense-iran-war-intl-invs#usa #iran #iranwar #news",neutral,"radar bases housing key us missile interceptor hit in jordan, saudi arabia, and uae, satellite images show. :party_popper: #iran #iranwar #news",neutral,0.0,0.0,Neutral
257,What Kind of Supreme Leader Would Mojtaba Khamenei Be? | The Washington Institute #IranWar https://www.washingtoninstitute.org/policy-analysis/what-kind-supreme-leader-would-mojtaba-khamenei-be,neutral,what kind of supreme leader would mojtaba khamenei be? | the washington institute #iranwar,positive,1.0,1.0,Neutral
258,IT'S IRAN INTERNATIONAL!  #mediumwave #Iran #IranWar #WARINIRANRE: https://bsky.app/profile/did:plc:gzdjt2bb6zkdknijroh6tm6i/post/3mggag2hty22m,neutral,it's iran international! #mediumwave #iran #iranwar #wariniranre:,neutral,0.0,0.0,Negative
259,"Israeli troops push into Lebanon for yet another war with Iran&#39;s proxy HezbollahThe BBC sees troops and tanks massing near the border, as speculation mounts that Israel is planning a full-scale ground invasion to fight Hezbollah.https://www.bbc.com/news/articles/cpv8xlvk3p4o?at_medium=RSS&amp;at_campaign=rss#Lebanon #IranWar #Israel #LebanonNews #IsraelNews #IranNews #Iran #News",negative,"israeli troops push into lebanon for yet another war with iran&#39;s proxy hezbollahthe bbc sees troops and tanks massing near the border, as speculation mounts that israel is planning a full-scale ground invasion to fight hezbollah. #iranwar #israel #lebanonnews #israelnews #irannews #iran #news",negative,-1.0,1.0,Neutral
260,Dan Mangan reports what's driving the push for more war production. President Trump met with defense CEOs to quadruple 'Exquisite Class' weaponry output due to the Iran conflict and munition stockpile concerns. Understanding these decisions is crucial. See Mangan's full report.https://www.cnbc.com/2026/03/06/iran-war-trump-defense-companies-pete-hegseth.html #DefenseIndustry #IranWar #MilitarySpending,neutral,dan mangan reports what's driving the push for more war production. president trump met with defense ceos to quadruple 'exquisite class' weaponry output due to the iran conflict and munition stockpile concerns. understanding these decisions is crucial. see mangan's full report. #defenseindustry #iranwar #militaryspending,neutral,0.0,1.0,Neutral
261,"I am now listening to a short piece by Kyle Kulinski .He’s mentioning how a barrel of oil is now pushing $90 and I guess the OPEC nations are hoping it pushes up to $200 a barrel.I am very grateful I live walking distance for every single one of my basic needs. This doesn’t change the reality that the entire economy is affected by energy prices, and those that have to drive are really deeply fucked.Welcome to the reason that car free is a good idea#Iran #IranWar",negative,"i am now listening to a short piece by kyle kulinski .he’s mentioning how a barrel of oil is now pushing $90 and i guess the opec nations are hoping it pushes up to $200 a barrel.i am very grateful i live walking distance for every single one of my basic needs. this doesn’t change the reality that the entire economy is affected by energy prices, and those that have to drive are really deeply fucked.welcome to the reason that car free is a good idea#iran #iranwar",positive,1.0,1.0,Neutral
262,WFP mobilizes to keep food moving as Middle East conflict escalates | World Food Programme #IranWar https://www.wfp.org/stories/wfp-mobilizes-keep-food-moving-middle-east-conflict-escalates,neutral,wfp mobilizes to keep food moving as middle east conflict escalates | world food programme #iranwar,negative,-1.0,1.0,Neutral
263,IDF estimates over 60% of Iran's missile launchers taken out  https://fed.brid.gy/r/https://www.israelhayom.com/2026/03/06/idf-estimates-over-60-of-irans-missile-launchers-taken-out/,neutral,idf estimates over 60% of iran's missile launchers taken out,neutral,0.0,0.0,Neutral
264,"I would have boosted, but THIS is next level shit as far as war propaganda goes and requires a content warning.https://mastodon.social/@thetnholler.bsky.social@bsky.brid.gy/116183738416591463#USWarDepartment #IranWar #ComputerGameAesthetics #WarGames #DeHumanization #WarCrimes #Hegseth #JDVance #Trump #RealDeath #Casualties #War",negative,"i would have boosted, but this is next level shit as far as war propaganda goes and requires a content warning. #iranwar #computergameaesthetics #wargames #dehumanization #warcrimes #hegseth #jdvance #trump #realdeath #casualties #war",negative,-0.6,0.6,Neutral
265,Steven Camley @CamleyCartoons on #Iran #IranWar #MiddleEastConflict #TrumpWar #Churchill @heraldscotland – political cartoon gallery in London original-political-cartoon.com,neutral,steven camley @camleycartoons on #iran #iranwar #middleeastconflict #trumpwar #churchill @heraldscotland – political cartoon gallery in london original-political-cartoon.com,neutral,0.0,0.0,Neutral
266,"864 kHz: another #clandestine programming to #Iran. This time it sounds more analytical, with plenty of mentions of Trump and extensive soundbytes of him, translated. VOA? Over/under the Egyptian, this time I used the Co-Channel Canceller to keep NMA in check. #mediumwave #IranWar #WARINIRAN",neutral,"864 khz: another #clandestine programming to #iran. this time it sounds more analytical, with plenty of mentions of trump and extensive soundbytes of him, translated. voa? over/under the egyptian, this time i used the co-channel canceller to keep nma in check. #mediumwave #iranwar #wariniran",positive,1.0,1.0,Neutral
267,Peter Brookes @BrookesTimes on Donald #Trump and Keir #Starmer #Iran #IranWar #MiddleEastConflict #TrumpWar #TraceyEmin #SpecialRelationship @thetimes – political cartoon gallery in London original-political-cartoon.com,neutral,peter brookes @brookestimes on donald #trump and keir #starmer #iran #iranwar #middleeastconflict #trumpwar #traceyemin #specialrelationship @thetimes – political cartoon gallery in london original-political-cartoon.com,positive,1.0,1.0,Neutral
268,"'While #Israel does not desire to depopulate and settle Iranian territory in the way that it does Palestinian or Lebanese land, the policy of collective punishment of the entire population has been much the same, both now and during the so-called “Twelve-Day War” in June of last year.'https://www.thenation.com/article/world/israel-iran-holy-war-amalek-haman/#Iran #IranWar #warOnIran #régimeChangeWars #MiddleEast #warCrimes #CrimesAgainstHumanity #USpol",neutral,"'while #israel does not desire to depopulate and settle iranian territory in the way that it does palestinian or lebanese land, the policy of collective punishment of the entire population has been much the same, both now and during the so-called “twelve-day war” in june of last year.' #iranwar #waroniran #régimechangewars #middleeast #warcrimes #crimesagainsthumanity #uspol",neutral,0.0,0.0,Neutral
269,"If there isn&#39;t a Nobel prize for war crimes I think it&#39;s time we had one, and when #Trump goes to collect, a bunch of masked thugs can drag him off to the Hague. #NobelPrize #ICC #IranWar #Iran",negative,"if there isn&#39;t a nobel prize for war crimes i think it&#39;s time we had one, and when #trump goes to collect, a bunch of masked thugs can drag him off to the hague. #nobelprize #icc #iranwar #iran",positive,1.0,1.0,Negative
270,US-Israel war on Iran could end Middle East tourism boomThe tourism industry on the Arabian Peninsula has experienced remarkable growth in recent years. But the US-Israeli war and Iran&#39;s retaliatory strikes across Gulf state borders is now slowing that momentum.https://www.dw.com/en/us-israel-war-on-iran-could-end-middle-east-tourism-boom/a-76245480?maca=en-rss-en-all-1573-rdf#USA #Israel #IranNews #Iran #IsraelNews #IranWar #News #USANews,neutral,us-israel war on iran could end middle east tourism boomthe tourism industry on the arabian peninsula has experienced remarkable growth in recent years. but the us-israeli war and iran&#39;s retaliatory strikes across gulf state borders is now slowing that momentum. #israel #irannews #iran #israelnews #iranwar #news #usanews,neutral,0.0,1.0,Neutral
271,"Now that #Trump and #Netanyahu have opened Pandora&#39;s box - a world without law or accountability for the powerful - we should expect China to take Taiwan.Not long ago this seemed unlikely, now it will be surprising if they don&#39;t do so soon. They have plans ready to go, the only impediment is if they shy away from the human cost. But I don&#39;t think China worries about casualties any more than these war criminals. #Iran #IranWar #China #Taiwan",negative,"now that #trump and #netanyahu have opened pandora&#39;s box - a world without law or accountability for the powerful - we should expect china to take taiwan.not long ago this seemed unlikely, now it will be surprising if they don&#39;t do so soon. they have plans ready to go, the only impediment is if they shy away from the human cost. but i don&#39;t think china worries about casualties any more than these war criminals. #iran #iranwar #china #taiwan",neutral,0.0,1.0,Neutral
272,738 kHz: IRIB Radio Bushehr appears to still run its own programming instead of the compulsory midnight news from IRIB Radio Iran 😮 weak signal. #mediumwave #Iran #IranWar #WARINIRAN,neutral,738 khz: irib radio bushehr appears to still run its own programming instead of the compulsory midnight news from irib radio iran :face_with_open_mouth: weak signal. #mediumwave #iran #iranwar #wariniran,negative,-1.0,1.0,Neutral
273,US bomber ‘the Bone’ that can hit 900mph while carrying 24 missiles lands in UK  https://fed.brid.gy/r/https://metro.co.uk/2026/03/06/us-bomber-the-bone-can-hit-900mph-carrying-24-missiles-lands-uk-27263019/,neutral,us bomber ‘the bone’ that can hit 900mph while carrying 24 missiles lands in uk,neutral,0.0,0.0,Neutral
274,"Greenpeace mapped oil tankers trapped in the Strait of Hormuz.One tanker already reported an explosion.It was not carrying oil, but five fully loaded tankers carrying a total of 1.5 billion litres of oil are anchored in the vicinity.#IranWar #Hormuz https://maps.greenpeace.org/maps/gpde/hormuz-strait-2026/?utm_Source=nickofnz&amp;utm_medium=nickofnz #oilspill #iran #Hormuz #HormuzStrait",neutral,"greenpeace mapped oil tankers trapped in the strait of hormuz.one tanker already reported an explosion.it was not carrying oil, but five fully loaded tankers carrying a total of 1.5 billion litres of oil are anchored in the vicinity.#iranwar #hormuz #oilspill #iran #hormuz #hormuzstrait",negative,-1.0,1.0,Neutral
275,Leaked accounts of meetings of the National Security Council (NSC) have exposed the British Labour government’s detailed advance knowledge of the US-Israeli assault on Iran.#IranWar #Starmer #Labourhttps://www.wsws.org/en/articles/2026/03/06/gtcf-m06.html,neutral,leaked accounts of meetings of the national security council (nsc) have exposed the british labour government’s detailed advance knowledge of the us-israeli assault on iran.#iranwar #starmer #labour,negative,-1.0,1.0,Neutral
276,"Right now, Radio Farda is on 7465 AND 7470 at the same time, QRMing itself! 🤣  Iranian Bubble Jammer remains on 7515.  #shortwave #Iran #IranWar #WARINIRAN",neutral,"right now, radio farda is on 7465 and 7470 at the same time, qrming itself! :rolling_on_the_floor_laughing: iranian bubble jammer remains on 7515. #shortwave #iran #iranwar #wariniran",positive,1.0,1.0,Neutral
277,"🇺🇳 🕊️ “All the unlawful attacks in the Middle East and beyond are causing tremendous suffering and harm to civilians throughout the region – and pose a grave a risk to the global economy, particularly to the most vulnerable people.The situation could spiral beyond anyone’s control.It is time to stop the fighting and get to serious diplomatic negotiations.The stakes could not be higher.”-  António Guterres, United Nations Secretary-General#Iran #IranWar #UN #UnitedNations",neutral,":united_nations: :dove: “all the unlawful attacks in the middle east and beyond are causing tremendous suffering and harm to civilians throughout the region – and pose a grave a risk to the global economy, particularly to the most vulnerable people.the situation could spiral beyond anyone’s control.it is time to stop the fighting and get to serious diplomatic negotiations.the stakes could not be higher.”- antónio guterres, united nations secretary-general#iran #iranwar #un #unitednations",negative,-0.7142857142857143,0.7142857142857143,Negative
278,"That ship the USA torpedoed nowhere near the war zone - was unarmed - and the USA knew this. Such cowardly blood lust from Trump. The USA is being run by a bunch of toddlers who can&#39;t resist firing the weapons they never imagined they&#39;d be in charge of. What next, tactical nukes? There&#39;s no limit to what these dangerous wankers could do.#Iran #IranWar",negative,"that ship the usa torpedoed nowhere near the war zone - was unarmed - and the usa knew this. such cowardly blood lust from trump. the usa is being run by a bunch of toddlers who can&#39;t resist firing the weapons they never imagined they&#39;d be in charge of. what next, tactical nukes? there&#39;s no limit to what these dangerous wankers could do.#iran #iranwar",positive,0.2,0.2,Neutral
279,"Greenpeace mapped oil tankers trapped in the Strait of Hormuz.  One tanker already reported an explosion.  It was not carrying oil, but five fully loaded tankers carrying a total of 1.5 billion litres of oil are anchored in the vicinity. #IranWar #Hormuz  maps.greenpeace.org/maps/gpde/ho...Oil tankers trapped in the Str...",neutral,"greenpeace mapped oil tankers trapped in the strait of hormuz. one tanker already reported an explosion. it was not carrying oil, but five fully loaded tankers carrying a total of 1.5 billion litres of oil are anchored in the vicinity. #iranwar #hormuz maps.greenpeace.org/maps/gpde/ho...oil tankers trapped in the str...",negative,-1.0,1.0,Neutral
280,"@mcnado That was my reaction, too, when I was reading about what's happening in Tehran — it sounds like Gaza. Hospitals and residential neighborhoods are getting bombed. Food is scarce. How in hell does this align with any of rationales given for this starting this war? Gift link:  https://www.telegraph.co.uk/gift/306424adc42a3c77#Iran #IranWar #Tehran #uspol #Gaza",negative,"@mcnado that was my reaction, too, when i was reading about what's happening in tehran — it sounds like gaza. hospitals and residential neighborhoods are getting bombed. food is scarce. how in hell does this align with any of rationales given for this starting this war? gift link: #iranwar #tehran #uspol #gaza",negative,-0.3333333333333333,0.3333333333333333,Neutral
281,Ben Jennings @BJennings90 on #Trump #Iran #MiddleEastConflict #IranWar #MiddleEastConflict #TrumpWar @officialinews_ – political cartoon gallery in London original-political-cartoon.com,neutral,ben jennings @bjennings90 on #trump #iran #middleeastconflict #iranwar #middleeastconflict #trumpwar @officialinews_ – political cartoon gallery in london original-political-cartoon.com,positive,1.0,1.0,Neutral
282,"This is your periodic reminder that ANGER IS A GIFT! Especially now! Don't let it consume you, but let it be the start of a global revolution! 🔥 #Trump #Netanyahu #USA #Israel #Iran #IranWar #Venezuela #Libanon #Palestine #Gaza #ICE #Epstein #capitalism",neutral,"this is your periodic reminder that anger is a gift! especially now! don't let it consume you, but let it be the start of a global revolution! :fire: #trump #netanyahu #usa #israel #iran #iranwar #venezuela #libanon #palestine #gaza #ice #epstein #capitalism",neutral,0.0,1.0,Neutral
283,Fleeing private #jets: what a #metaphor for something at this pointhttps://www.euronews.com/2026/03/05/stark-global-inequality-calls-for-taxes-on-private-jets-grow-louder-as-uber-wealthy-flee-d #climate #climatechange #dubai #iran #iranwar #airquality,neutral,fleeing private #jets: what a #metaphor for something at this point #climate #climatechange #dubai #iran #iranwar #airquality,negative,-1.0,1.0,Negative
284,"5885 kHz: Iran International has been completely missing from #shortwave for a few hours as 12110 was inactive and 17900 was on, but obviously it's more of a daylight-hours thing... but there it is, actually off-freq to 5885.3 🤨 no jamming. #shortwave #Iran #IranWar #WARINIRAN",negative,"5885 khz: iran international has been completely missing from #shortwave for a few hours as 12110 was inactive and 17900 was on, but obviously it's more of a daylight-hours thing... but there it is, actually off-freq to 5885.3 :face_with_raised_eyebrow: no jamming. #shortwave #iran #iranwar #wariniran",negative,-1.0,1.0,Neutral
285,#IranWar #americanempire #israhell https://open.substack.com/pub/dropsitenews/p/iran-denies-trump-united-states-negotiations-new-supreme-leader-israel-bombing-tehran?utm_source=share&amp;utm_medium=android&amp;r=e2vg1,neutral,#iranwar #americanempire #israhell,neutral,0.0,0.0,Neutral
286,"Trump's buddy, Putin, is giving assistance to Iran's war effort by providing it with Intel on US military targets. -CNN Chiron  Chickens coming home to roost is putting it very, very mildly.   #Iran #IranWar #NationalSecurity",negative,"trump's buddy, putin, is giving assistance to iran's war effort by providing it with intel on us military targets. -cnn chiron chickens coming home to roost is putting it very, very mildly. #iran #iranwar #nationalsecurity",positive,1.0,1.0,Neutral
287,"Trump's buddy, Putin, is giving assistance to Iran's war effort by providing it with Intel on US military targets.-CNN ChironChickens coming home to roost is putting it very, very mildly. #Iran #IranWar #NationalSecurity",negative,"trump's buddy, putin, is giving assistance to iran's war effort by providing it with intel on us military targets.-cnn chironchickens coming home to roost is putting it very, very mildly. #iran #iranwar #nationalsecurity",positive,1.0,1.0,Neutral
288,If I told you Trump wanted to rename Iran and call it Trumpington after himself would you even be surprised?#Trump #iranwar #trumpington,neutral,if i told you trump wanted to rename iran and call it trumpington after himself would you even be surprised?#trump #iranwar #trumpington,positive,1.0,1.0,Neutral
289,Why are wealthy Dubai residents stuck abroad racing back to the UAE?  https://fed.brid.gy/r/https://metro.co.uk/2026/03/06/wealthy-dubai-residents-stuck-abroad-racing-back-uae-27260209/,neutral,why are wealthy dubai residents stuck abroad racing back to the uae?,neutral,0.0,1.0,Neutral
290,How fuel prices have surged since start of Iran war  https://fed.brid.gy/r/https://metro.co.uk/2026/03/06/fuel-prices-surged-since-start-iran-war-27261124/,negative,how fuel prices have surged since start of iran war,neutral,0.0,0.0,Neutral
