row_id,sentiment_text,ground_truth,final_text_style_b,swn_sentiment
270,US-Israel war on Iran could end Middle East tourism boomThe tourism industry on the Arabian Peninsula has experienced remarkable growth in recent years. But the US-Israeli war and Iran&#39;s retaliatory strikes across Gulf state borders is now slowing that momentum.https://www.dw.com/en/us-israel-war-on-iran-could-end-middle-east-tourism-boom/a-76245480?maca=en-rss-en-all-1573-rdf#USA #Israel #IranNews #Iran #IsraelNews #IranWar #News #USANews,neutral,usisrael war on iran could end middle east tourism boomthe tourism industry on the arabian peninsula have experience remarkable growth in recent year but the usisraeli war and iran retaliatory strike across gulf state border be now slow that momentumhttpswwwdwcomenusisraelwaronirancouldendmiddleeasttourismboomamacaenrssenallrdf,Neutral
271,"Now that #Trump and #Netanyahu have opened Pandora&#39;s box - a world without law or accountability for the powerful - we should expect China to take Taiwan.Not long ago this seemed unlikely, now it will be surprising if they don&#39;t do so soon. They have plans ready to go, the only impediment is if they shy away from the human cost. But I don&#39;t think China worries about casualties any more than these war criminals. #Iran #IranWar #China #Taiwan",negative,now that and have open pandora box a world without law or accountability for the powerful we should expect china to take taiwannot long ago this seem unlikely now it will be surprising if they dont do so soon they have plan ready to go the only impediment be if they shy away from the human cost but i dont think china worry about casualty any more than these war criminal,Neutral
272,738 kHz: IRIB Radio Bushehr appears to still run its own programming instead of the compulsory midnight news from IRIB Radio Iran 😮 weak signal. #mediumwave #Iran #IranWar #WARINIRAN,neutral,khz irib radio bushehr appear to still run it own programming instead of the compulsory midnight news from irib radio iran weak signal,Neutral
273,US bomber ‘the Bone’ that can hit 900mph while carrying 24 missiles lands in UK  https://fed.brid.gy/r/https://metro.co.uk/2026/03/06/us-bomber-the-bone-can-hit-900mph-carrying-24-missiles-lands-uk-27263019/,neutral,u bomber the bone that can hit mph while carry missile land in uk httpsfedbridgyrhttpsmetrocoukusbomberthebonecanhitmphcarryingmissileslandsuk,Neutral
274,"Greenpeace mapped oil tankers trapped in the Strait of Hormuz.One tanker already reported an explosion.It was not carrying oil, but five fully loaded tankers carrying a total of 1.5 billion litres of oil are anchored in the vicinity.#IranWar #Hormuz https://maps.greenpeace.org/maps/gpde/hormuz-strait-2026/?utm_Source=nickofnz&amp;utm_medium=nickofnz #oilspill #iran #Hormuz #HormuzStrait",neutral,greenpeace map oil tanker trap in the strait of hormuzone tanker already report an explosionit be not carry oil but five fully load tanker carry a total of billion litre of oil be anchor in the vicinity httpsmapsgreenpeaceorgmapsgpdehormuzstraitutm_sourcenickofnzamputm_mediumnickofnz,Neutral
275,Leaked accounts of meetings of the National Security Council (NSC) have exposed the British Labour government’s detailed advance knowledge of the US-Israeli assault on Iran.#IranWar #Starmer #Labourhttps://www.wsws.org/en/articles/2026/03/06/gtcf-m06.html,neutral,leaked account of meeting of the national security council nsc have expose the british labour government detail advance knowledge of the usisraeli assault on iran wwwwswsorgenarticlesgtcfmhtml,Neutral
276,"Right now, Radio Farda is on 7465 AND 7470 at the same time, QRMing itself! 🤣  Iranian Bubble Jammer remains on 7515.  #shortwave #Iran #IranWar #WARINIRAN",neutral,right now radio farda be on and at the same time qrming itself iranian bubble jammer remain on,Neutral
277,"🇺🇳 🕊️ “All the unlawful attacks in the Middle East and beyond are causing tremendous suffering and harm to civilians throughout the region – and pose a grave a risk to the global economy, particularly to the most vulnerable people.The situation could spiral beyond anyone’s control.It is time to stop the fighting and get to serious diplomatic negotiations.The stakes could not be higher.”-  António Guterres, United Nations Secretary-General#Iran #IranWar #UN #UnitedNations",neutral,all the unlawful attack in the middle east and beyond be cause tremendous suffering and harm to civilian throughout the region and pose a grave a risk to the global economy particularly to the most vulnerable peoplethe situation could spiral beyond anyones controlit be time to stop the fighting and get to serious diplomatic negotiationsthe stake could not be high antónio guterres united nation secretarygeneral,Negative
278,"That ship the USA torpedoed nowhere near the war zone - was unarmed - and the USA knew this. Such cowardly blood lust from Trump. The USA is being run by a bunch of toddlers who can&#39;t resist firing the weapons they never imagined they&#39;d be in charge of. What next, tactical nukes? There&#39;s no limit to what these dangerous wankers could do.#Iran #IranWar",negative,that ship the usa torpedoed nowhere near the war zone be unarmed and the usa knew this such cowardly blood lust from trump the usa be be run by a bunch of toddler who cant resist fire the weapon they never imagine theyd be in charge of what next tactical nuke theres no limit to what these dangerous wanker could do,Neutral
279,"Greenpeace mapped oil tankers trapped in the Strait of Hormuz.  One tanker already reported an explosion.  It was not carrying oil, but five fully loaded tankers carrying a total of 1.5 billion litres of oil are anchored in the vicinity. #IranWar #Hormuz  maps.greenpeace.org/maps/gpde/ho...Oil tankers trapped in the Str...",neutral,greenpeace map oil tanker trap in the strait of hormuz one tanker already report an explosion it be not carry oil but five fully load tanker carry a total of billion litre of oil be anchor in the vicinity mapsgreenpeaceorgmapsgpdehooil tanker trap in the str,Neutral
280,"@mcnado That was my reaction, too, when I was reading about what's happening in Tehran — it sounds like Gaza. Hospitals and residential neighborhoods are getting bombed. Food is scarce. How in hell does this align with any of rationales given for this starting this war? Gift link:  https://www.telegraph.co.uk/gift/306424adc42a3c77#Iran #IranWar #Tehran #uspol #Gaza",negative,that be my reaction too when i be read about whats happen in tehran it sound like gaza hospital and residential neighborhood be get bomb food be scarce how in hell do this align with any of rationale give for this start this war gift link httpswwwtelegraphcoukgiftadcac,Neutral
281,Ben Jennings @BJennings90 on #Trump #Iran #MiddleEastConflict #IranWar #MiddleEastConflict #TrumpWar @officialinews_ – political cartoon gallery in London original-political-cartoon.com,neutral,ben jennings on political cartoon gallery in london originalpoliticalcartooncom,Neutral
282,"This is your periodic reminder that ANGER IS A GIFT! Especially now! Don't let it consume you, but let it be the start of a global revolution! 🔥 #Trump #Netanyahu #USA #Israel #Iran #IranWar #Venezuela #Libanon #Palestine #Gaza #ICE #Epstein #capitalism",neutral,this be your periodic reminder that anger be a gift especially now dont let it consume you but let it be the start of a global revolution,Neutral
283,Fleeing private #jets: what a #metaphor for something at this pointhttps://www.euronews.com/2026/03/05/stark-global-inequality-calls-for-taxes-on-private-jets-grow-louder-as-uber-wealthy-flee-d #climate #climatechange #dubai #iran #iranwar #airquality,neutral,flee private what a for something at this pointhttpswwweuronewscomstarkglobalinequalitycallsfortaxesonprivatejetsgrowlouderasuberwealthyfleed,Neutral
284,"5885 kHz: Iran International has been completely missing from #shortwave for a few hours as 12110 was inactive and 17900 was on, but obviously it's more of a daylight-hours thing... but there it is, actually off-freq to 5885.3 🤨 no jamming. #shortwave #Iran #IranWar #WARINIRAN",negative,khz iran international have be completely miss from for a few hour a be inactive and be on but obviously it more of a daylighthours thing but there it be actually offfreq to no jamming,Neutral
285,#IranWar #americanempire #israhell https://open.substack.com/pub/dropsitenews/p/iran-denies-trump-united-states-negotiations-new-supreme-leader-israel-bombing-tehran?utm_source=share&amp;utm_medium=android&amp;r=e2vg1,neutral,httpsopensubstackcompubdropsitenewspirandeniestrumpunitedstatesnegotiationsnewsupremeleaderisraelbombingtehranutm_sourceshareamputm_mediumandroidamprevg,Neutral
286,"Trump's buddy, Putin, is giving assistance to Iran's war effort by providing it with Intel on US military targets. -CNN Chiron  Chickens coming home to roost is putting it very, very mildly.   #Iran #IranWar #NationalSecurity",negative,trump buddy putin be give assistance to iran war effort by provide it with intel on u military target cnn chiron chicken come home to roost be put it very very mildly,Neutral
287,"Trump's buddy, Putin, is giving assistance to Iran's war effort by providing it with Intel on US military targets.-CNN ChironChickens coming home to roost is putting it very, very mildly. #Iran #IranWar #NationalSecurity",negative,trump buddy putin be give assistance to iran war effort by provide it with intel on u military targetscnn chironchickens come home to roost be put it very very mildly,Neutral
288,If I told you Trump wanted to rename Iran and call it Trumpington after himself would you even be surprised?#Trump #iranwar #trumpington,neutral,if i tell you trump want to rename iran and call it trumpington after himself would you even be surprised,Neutral
289,Why are wealthy Dubai residents stuck abroad racing back to the UAE?  https://fed.brid.gy/r/https://metro.co.uk/2026/03/06/wealthy-dubai-residents-stuck-abroad-racing-back-uae-27260209/,neutral,why be wealthy dubai resident stick abroad race back to the uae httpsfedbridgyrhttpsmetrocoukwealthydubairesidentsstuckabroadracingbackuae,Neutral
290,How fuel prices have surged since start of Iran war  https://fed.brid.gy/r/https://metro.co.uk/2026/03/06/fuel-prices-surged-since-start-iran-war-27261124/,negative,how fuel price have surge since start of iran war httpsfedbridgyrhttpsmetrocoukfuelpricessurgedsincestartiranwar,Neutral
291,"Oil is 36% more expensive in one month due to Trump&#39;s illegal war, UK mortgage rates have already risen with inflation sure to follow, brakes on trade, business confidence, energy price hikes are all now certain. An economic doom spiral is starting as the BBC confirms the US and #Israel are bombing schools, hospitals and cultural sites in war crime upon war crime.#KierStarmer walked the UK right into this by kowtowing to Trump. They should all be prosecuted by the #ICC. #IranWar #Iran",negative,oil be more expensive in one month due to trump illegal war uk mortgage rate have already rise with inflation sure to follow brake on trade business confidence energy price hike be all now certain an economic doom spiral be start a the bbc confirm the u and be bomb school hospital and cultural site in war crime upon war crime walk the uk right into this by kowtow to trump they should all be prosecute by the,Neutral
292,Marina Hyde nails it of course.#iranwar https://www.theguardian.com/commentisfree/2026/mar/06/iran-war-britain-us-israel-keir-starmer-donald-trump-benjamin-netanyahu,neutral,marina hyde nail it of course httpswwwtheguardiancomcommentisfreemariranwarbritainusisraelkeirstarmerdonaldtrumpbenjaminnetanyahu,Negative
293,"US applauds Israel: 'We knew they were good, but we didn't know how good'  https://fed.brid.gy/r/https://www.israelhayom.com/2026/03/06/us-applauds-israel-we-knew-they-were-good-but-we-didnt-know-how-good/",neutral,u applaud israel we know they be good but we didnt know how good httpsfedbridgyrhttpswwwisraelhayomcomusapplaudsisraelweknewtheyweregoodbutwedidntknowhowgood,Positive
294,Russia aiding Iran with intelligence on US military assets  https://fed.brid.gy/r/https://www.israelhayom.com/2026/03/06/russia-aiding-iran-with-intelligence-on-us-military-assets/,neutral,russia aid iran with intelligence on u military asset httpsfedbridgyrhttpswwwisraelhayomcomrussiaaidingiranwithintelligenceonusmilitaryassets,Positive
295,"Well. So not only are oil prices doing a mooonshot — and this will continue — but today’s jobs report? Disastrous.But Trump will just keep digging in. When the Iranians blow up a tanker, and they very likely will, the “US agency to create $20bn reinsurance facility for Gulf shipping” will when this happens, use taxpayer money to reimburse ship owners. 🖕🏻🖕🏻🖕🏻#USPolitics #IranWar #Trump",negative,well so not only be oil price do a mooonshot and this will continue but todays job report disastrousbut trump will just keep digging in when the iranian blow up a tanker and they very likely will the u agency to create bn reinsurance facility for gulf shipping will when this happen use taxpayer money to reimburse ship owner,Neutral
296,"Trump: No deal with Iran, only unconditional surrender  https://fed.brid.gy/r/https://www.israelhayom.com/2026/03/06/trump-no-deal-with-iran-only-unconditional-surrender/",negative,trump no deal with iran only unconditional surrender httpsfedbridgyrhttpswwwisraelhayomcomtrumpnodealwithiranonlyunconditionalsurrender,Negative
297,"When you push em to hurry up, corners get cut, lives get lost  PLAN BETTER: that's the better approach and the real solution  Also, don't start wars you're not ready for  Better yet, don't start wars, full stop. 3  #Iran #IranWar",negative,when you push em to hurry up corner get cut life get lose plan well thats the good approach and the real solution also dont start war youre not ready for good yet dont start war full stop,Neutral
298,"The result was the Brewster Buffalo, a WWII fighter plane that quickly earned the nickname ""The Flying Coffin""  It also resulted in a saying often cited in my family: ""Good enough for govt work""  It was a sardonic joke, carried over no doubt from my grandpa who worked for Brewster 2  #Iran #IranWar",neutral,the result be the brewster buffalo a wwii fighter plane that quickly earn the nickname the fly coffin it also result in a say often cite in my family good enough for govt work it be a sardonic joke carry over no doubt from my grandpa who work for brewster,Neutral
299,"Trump is calling on #DoD Contractors to ""more speedily fulfill"" the need for more munitions.   They def don't know WWII history.  Brewster - then the premier maker of auto bodies - was told to cut costs or lose their DoD contract.  They did - to disastrous effect. 1  #Iran #IranWar #USpol",negative,trump be call on contractor to more speedily fulfill the need for more munition they def dont know wwii history brewster then the premier maker of auto body be tell to cut cost or lose their dod contract they do to disastrous effect,Neutral
300,“Who _had_ the cards?”#Trump#USA #iranwar https://www.destentor.nl/buitenland/trump-voert-oorlog-tegen-iran-maar-munitie-slinkt-nu-smeekt-hij-bij-europa-en-oekraine~a618f244/,neutral,who _had_ the card httpswwwdestentornlbuitenlandtrumpvoertoorlogtegeniranmaarmunitieslinktnusmeekthijbijeuropaenoekraineaf,Neutral
301,"We are now at war with Iran. Why? What changed?  The latest Epstein files are a story that won’t go away for Trump, despite his best efforts to distract us from them. The latest are ricocheting across the internet, including with the president’s QAnon base. The Justice Department apparently tried to hide these files from the public, which has led many people to ask why. Now we know, and it’s truly bad for #Trump #Pedophile #USA #EpsteinFiles #children #Epstein #IRanwar #War #America #Justice",negative,we be now at war with iran why what change the late epstein file be a story that wont go away for trump despite his best effort to distract u from them the late be ricochet across the internet include with the president qanon base the justice department apparently try to hide these file from the public which have lead many people to ask why now we know and it truly bad for,Neutral
302,It&#39;s being reported that China is providing military equipment to Iran. #IranWarIran Signals Deeper Support from Russia and China in War with the U.S. and Israel - Robert Lansing Institutehttps://lansinginstitute.org/2026/03/06/iran-signals-deeper-support-from-russia-and-china-in-war-with-the-u-s-and-israel/,neutral,it be report that china be provide military equipment to iran signal deeper support from russia and china in war with the u and israel robert lansing institutehttpslansinginstituteorgiransignalsdeepersupportfromrussiaandchinainwarwiththeusandisrael,Neutral
303,"""Something has gone terribly wrong in our system of checks and balances🚨when a lawmaker, frightened of the president, demands anonymity to say -he's🚨🚨🚨 worried POTUS may have triggered ""doomsday"" by launching a poorly planned war.""-A Day#MafiaDon #Fascism #Republicans #IllegalWar #IranWar #Lawless #TrumpRegime #Kakistocracy #Doomsday #Protest #NoKings #Uprising #USPolhttps://www.ft.com/content/e24fec42-3fd1-4a53-bca8-59a1abd42395",negative,something have go terribly wrong in our system of check and balanceswhen a lawmaker frighten of the president demand anonymity to say he worried potus may have trigger doomsday by launch a poorly plan wara day wwwftcomcontentefecfdabcaaabd,Neutral
304,"It was a sardonic joke. Carried over no doubt from my grandfather who worked for BrewsterWhen you push em to hurry up, corners get cut, lives get lostPLAN BETTER: that's the better approach and the real solutionAlso, don't start wars you're not ready forBetter yet, don't start wars, full stop.2#Iran #IranWar",neutral,it be a sardonic joke carry over no doubt from my grandfather who work for brewsterwhen you push em to hurry up corner get cut life get lostplan good thats the good approach and the real solutionalso dont start war youre not ready forbetter yet dont start war full stop,Positive
305,"Trump is calling on #DoD Contractors to ""more speedily fulfill"" the need for more munitions. They def don't know WWII history.Brewster - then the premier maker of auto bodies - was told to cut costs or lose their DoD contract.They did - to disastrous effect.The result was the Brewster Buffalo, a WWII fighter plane that quickly earned the nickname ""The Flying Coffin"" It also resulted in a saying often cited in my family: ""Good enough for govt work""1#Iran #IranWar #USpol",neutral,trump be call on contractor to more speedily fulfill the need for more munition they def dont know wwii historybrewster then the premier maker of auto body be tell to cut cost or lose their dod contractthey do to disastrous effectthe result be the brewster buffalo a wwii fighter plane that quickly earn the nickname the fly coffin it also result in a say often cite in my family good enough for govt work,Neutral
306,"Oh oh, VOA Farsi is missing from #shortwave! 😱  7590 - missing 9915 - missing 11575 - carries Radio Farda instead, at least from 1400z  1548 still has VOA w/ Iranian Bubble Jammer now actually on *1548*  #shortwave #mediumwave #Iran #IranWar #WARINIRAN",neutral,oh oh voa farsi be miss from miss miss carry radio farda instead at least from z still have voa w iranian bubble jammer now actually on,Neutral
307,Christian Adams @Adamstoon1 on #Iran #IranWar #KeirStarmer #Churchill #MiddleEastConflict @Telegraph – political cartoon gallery in London original-political-cartoon.com,neutral,christian adam on political cartoon gallery in london originalpoliticalcartooncom,Neutral
308,"At 1744z, look at this!  Radio Farda will likely stay permanently on 7470 via Kuwait, while the other relay nearby via UZB will keep changing freqs to evade #jamming  2h ago, 7470 attracted the Bubble Jammer, 7520 did not  Now, 7470 is NOT jammed, while 7490 is!  #shortwave #Iran #IranWar #WARINIRAN",neutral,at z look at this radio farda will likely stay permanently on via kuwait while the other relay nearby via uzb will keep change freqs to evade h ago attract the bubble jammer do not now be not jam while be,Neutral
309,The Wartime Role of Iran’s “Axis”: Countering Proxy and Terrorist Threats | The Washington Institute #IranWar https://www.washingtoninstitute.org/policy-analysis/wartime-role-irans-axis-countering-proxy-and-terrorist-threats,neutral,the wartime role of iran axis counter proxy and terrorist threat the washington institute httpswwwwashingtoninstituteorgpolicyanalysiswartimeroleiransaxiscounteringproxyandterroristthreats,Neutral
310,"""10-yr-old Iranian child in Minab recounts the strike that💔killed her 11-yr-old brother &amp; their teacher mother.""-Clash Report""State TV carried🚨images showing a large crowd of mourners in Minab weeping over what appear to be bodies wrapped in white shrouds. Other images released by state media on Tues show individuals preparing💔coffins draped in the Iranian flag --some bearing photographs of children.""#Hegseth must resign, Trump: impeached‼️#WarCrimes #IranWar #USPolhttps://www.cbsnews.com/news/iran-girls-school-alleged-strike/",negative,yrold iranian child in minab recount the strike thatkilled her yrold brother amp their teacher motherclash reportstate tv carriedimages show a large crowd of mourner in minab weeping over what appear to be body wrap in white shroud other image release by state medium on tues show individual preparingcoffins drape in the iranian flag some bearing photograph of child must resign trump impeach wwwcbsnewscomnewsirangirlsschoolallegedstrike,Neutral
311,Trump Demands Final Say in Selecting Iran’s Future Leader  Trump administration officials have previously denied that regime change was a goal of their war on Iran.  https://murica.website/2026/03/trump-demands-final-say-in-selecting-irans-future-leader/,negative,trump demand final say in select irans future leader trump administration official have previously deny that regime change be a goal of their war on iran httpsmuricawebsitetrumpdemandsfinalsayinselectingiransfutureleader,Neutral
312,"Radar bases housing key US missile interceptor hit in Jordan, Saudi Arabia, and UAE, satellite images showhttps://www.cnn.com/2026/03/05/middleeast/radar-bases-us-missile-defense-iran-war-intl-invs#IranWar",neutral,radar base housing key u missile interceptor hit in jordan saudi arabia and uae satellite image showhttpswwwcnncommiddleeastradarbasesusmissiledefenseiranwarintlinvs,Neutral
313,"1368 kHz: Studio 13 in Thessaloniki🇬🇷 alone on the freq w/ Greek music and IDs by YL &amp; OM @ 1732z, as IRIB Radio Golestan is missing. #mediumwave #mwdx #Iran #IranWar #WARINIRAN",neutral,khz studio in thessaloniki alone on the freq w greek music and id by yl amp om z a irib radio golestan be miss,Neutral
314,"RE: https://journa.host/@ScottLucas/116181133954451208Leaders of #Iraq and Iraqi #Kurdistan publicly oppose US plans to support cross-border incursion by Iranian Kurdish peshmerga into western #Iran""Iraqi territory must not be used as a launching point for attacks against neighboring countries”#IranWar",negative,httpsjournahostleaders of and iraqi publicly oppose u plan to support crossborder incursion by iranian kurdish peshmerga into western iraqi territory must not be use a a launching point for attack against neighbor country,Neutral
315,"Iran spent years fostering proxies in Iraq. Now, many aren’t eager to join the war | Reuters #IranWar https://www.reuters.com/investigations/iran-spent-years-fostering-proxies-iraq-now-many-arent-eager-join-war-2026-03-06/ https://www.reuters.com/investigations/iran-spent-years-fostering-proxies-iraq-now-many-arent-eager-join-war-2026-03-06/?utm_source=Sailthru&amp;utm_medium=Newsletter&amp;utm_campaign=One-Essential-Read&amp;utm_term=030626&amp;lctg=68a722f18ccd7509680aca38",negative,iran spent year foster proxy in iraq now many arent eager to join the war reuters httpswwwreuterscominvestigationsiranspentyearsfosteringproxiesiraqnowmanyarenteagerjoinwar httpswwwreuterscominvestigationsiranspentyearsfosteringproxiesiraqnowmanyarenteagerjoinwarutm_sourcesailthruamputm_mediumnewsletteramputm_campaignoneessentialreadamputm_termamplctgafccdaca,Neutral
316,Operational secrecy kept the US from making evacuation plans – and that means Americans in the Mideast could wait days #IranWar https://theconversation.com/operational-secrecy-kept-the-us-from-making-evacuation-plans-and-that-means-americans-in-the-mideast-could-wait-days-277578 https://theconversation.com/operational-secrecy-kept-the-us-from-making-evacuation-plans-and-that-means-americans-in-the-mideast-could-wait-days-277578?oref=d_brief_nl&amp;utm_source=Sailthru&amp;utm_medium=email&amp;utm_campaign=The%20D%20Brief:%20March%206%2C%202026&amp;utm_term=newsletter_d1_dbrief,neutral,operational secrecy keep the u from make evacuation plan and that mean american in the mideast could wait day httpstheconversationcomoperationalsecrecykepttheusfrommakingevacuationplansandthatmeansamericansinthemideastcouldwaitdays httpstheconversationcomoperationalsecrecykepttheusfrommakingevacuationplansandthatmeansamericansinthemideastcouldwaitdaysorefd_brief_nlamputm_sourcesailthruamputm_mediumemailamputm_campaignthedbriefmarchcamputm_termnewsletter_d_dbrief,Neutral
318,"”The same families appear, again and again, in a transnational crime network that profits off war. …the Iran War can only remind one of Epstein and Maxwell, for many of the same people tied to them are also tied to this war.”—Sarah Kendzior, The No World Order#trump #epstein #maxwell #iran #iranwar",neutral,the same family appear again and again in a transnational crime network that profit off war the iran war can only remind one of epstein and maxwell for many of the same people tie to them be also tie to this warsarah kendzior the no world order,Neutral
320,"""Had seen unconfirmed reports that #Iran DESTROYED A HUGE, EXPENSIVE RADAR SYSTEM CENTRAL TO Patriot/THAAD in #Qatar:🚨here Foreign Policy casually CONFIRMS IT, says it'll🚨TAKE 5-8 YRS TO REBUILD, &amp; that another destroyed in #Bahrain will take 12-24 months to replace.""-R Seymour""The🚨1st 36 hrs of the US-Israeli campaign agst #Iran consumed &gt;3,000 precision-guided munitions &amp; interceptors, exposing a CRITICAL VULNERABILITY in the #SupplyChain.""-FP #IllegalWar #Economy #Drones #IranWar #USPol",negative,have see unconfirmed report that destroy a huge expensive radar system central to patriotthaad in here foreign policy casually confirm it say itlltake yr to rebuild amp that another destroy in will take month to replacer seymourthest hr of the usisraeli campaign agst consume gt precisionguided munition amp interceptor expose a critical vulnerability in the fp,Neutral
321,"""Amazon outages reported as customers complain of pricing issues and problems at checkout""[ War to Ignore Epstein Files: Iran targets data centres ]https://ca.news.yahoo.com/amazon-reported-down-customers-complain-201459250.html#iran #iranWar #children #warcimes",negative,amazon outage report a customer complain of price issue and problem at checkout war to ignore epstein file iran target data centre httpscanewsyahoocomamazonreporteddowncustomerscomplainhtml,Neutral
322,"RE: https://journa.host/@ScottLucas/116181133954451208UN High Commission for Human Rights Türk: Concern over #Israel airstrikes and forced evacuations in #Lebanon""Serious concern under international humanitarian law and in particular when it comes to issues around forced transfer”Estimated 100,000 people have fled their homes#IranWar",neutral,httpsjournahostun high commission for human right türk concern over airstrikes and forced evacuation in serious concern under international humanitarian law and in particular when it come to issue around force transferestimated people have flee their home,Neutral
323,"#iran #iranwar #oil #gasoline #gop #republican #oligarchs #aaronrupar In situations like this war in Iran we all have to make sacrifices, right?https://substack.com/@aaronrupar/note/c-223970633?r=17qxua&amp;utm_medium=ios&amp;utm_source=notes-share-action",neutral,in situation like this war in iran we all have to make sacrifice righthttpssubstackcomnotecrqxuaamputm_mediumiosamputm_sourcenotesshareaction,Neutral
324,Updates:1- Adios Noem &amp; Lewandowski1-Pam Bondi- Subpoenaed 2- #TrumpEpsteinFiles- distractions are not working3-All 21 Cases in Cook County THROWN OUT4-ECONOMY IS CRASHING5- #IranWar casualties (if accurate?):A- https://x.com/thefinancenthu/status/2029956928575840282?s=46&amp;t=hjYVjCqmaAvU8tWNPdknIAB-https://open.substack.com/pub/dworkin/p/trump-fails-at-every-turn-bondi-subpoenaed?r=x9iw&amp;utm_medium=ios,neutral,update adios noem amp lewandowskipam bondi subpoenaed distraction be not workingall case in cook county thrown outeconomy be crash casualty if accuratea httpsxcomthefinancenthustatussampthjyvjcqmaavutwnpdkniabhttpsopensubstackcompubdworkinptrumpfailsateveryturnbondisubpoenaedrxiwamputm_mediumios,Negative
325,Updates:1- Adios Noem &amp; Lewandowski1-Pam Bondi- Subpoenaed 2- #TrumpEpsteinFiles- distractions are not working3-All 21 Cases in Cook County THROWN OUT4-ECONOMY IS CRASHING5- #IranWar casualties (if accurate?):A- https://x.com/thefinancenthu/status/2029956928575840282?s=46&amp;t=hjYVjCqmaAvU8tWNPdknIAB-https://open.substack.com/pub/dworkin/p/trump-fails-at-every-turn-bondi-subpoenaed?r=x9iw&amp;utm_medium=ios,neutral,update adios noem amp lewandowskipam bondi subpoenaed distraction be not workingall case in cook county thrown outeconomy be crash casualty if accuratea httpsxcomthefinancenthustatussampthjyvjcqmaavutwnpdkniabhttpsopensubstackcompubdworkinptrumpfailsateveryturnbondisubpoenaedrxiwamputm_mediumios,Negative
326,"#IranWar #iran #russia #trump “Russia is providing Iran with intelligence about the locations and movements of American troops, ships and aircraft, according to multiple people familiar with US intelligence reporting on the issue, the first indication that Moscow has sought to get involved in the war.”https://www.cnn.com/2026/03/06/politics/russia-aiding-iran-targeting?cid=ios_app",neutral,russia be provide iran with intelligence about the location and movement of american troop ship and aircraft accord to multiple people familiar with u intelligence report on the issue the first indication that moscow have seek to get involve in the warhttpswwwcnncompoliticsrussiaaidingirantargetingcidios_app,Neutral
327,"864 kHz: new #clandestine to #Iran, likely via Yerevan-Gavar🇦🇲. I think it IDed as Radio Iran-e Azad. Fair signal, more or less QRM de NMA Holy Quran 🇪🇬  Captured on a live stream ▶️ youtube.com/live/AfzWY9j...  #mediumwave #Iran #IranWar #WARINIRAN[SW] LIVE: Iran War monitoring...",neutral,khz new to likely via yerevangavar i think it ided a radio irane azad fair signal more or less qrm de nma holy quran capture on a live stream youtubecomliveafzwyj sw live iran war monitoring,Neutral
328,"12110 kHz: Iran International is missing from this freq, and so is the #jammer 😳  Not much in the area of BBC in English on 12095, via Oman to East Africa.  #shortwave #Iran #IranWar #WARINIRAN",neutral,khz iran international be miss from this freq and so be the not much in the area of bbc in english on via oman to east africa,Neutral
329,1https://www.youtube.com/playlist?list=PLX0KaHAGfwRriEtW1m_xa5OC0YGgyqmT-The Partisans Radio2https://www.youtube.com/playlist?list=PLX0KaHAGfwRotIECh7E_6YFn2TCRny9duSister Rosetta Selections 03-06-26 #discerningdem #radio #music #musik #musica #musique #news #newsletter #iran #iranWar #iranAttacks,neutral,httpswwwyoutubecomplaylistlistplxkahagfwrrietwm_xaocyggyqmtthe partisan radiohttpswwwyoutubecomplaylistlistplxkahagfwrotieche_yfntcrnydusister rosetta selection,Neutral
330,EA on TVP World: From #Ukraine to #Iran and Back Again (Scott Lucas with Sascha Fahrbach)#UkraineWar #Russia #IranWarhttps://eaworldview.com/2026/03/ukraine-to-iran-and-back-again/,neutral,ea on tvp world from to and back again scott lucas with sascha fahrbach eaworldviewcomukrainetoiranandbackagain,Neutral
331,⚠️ Unidentified US armed forces burn an Iraqi man with his vehicle in #Najaf desert.#news #iranwar #usa,negative,unidentified u arm force burn an iraqi man with his vehicle in desert,Neutral
332,"The Middle East has experienced decades of conflict shaped by global power struggles. From Iraq to Syria to Gaza and now Iran, civilians have repeatedly found themselves trapped in wars they never chose.The current military campaign by Israel and the United States has already caused massive casualties and damage across Iran. �The Business StandardFor many critics, this raises an uncomfortable truth: the biggest victims of geopolitical conflicts are almost always ordinary people.#IranWar #Ira",negative,the middle east have experience decade of conflict shape by global power struggle from iraq to syria to gaza and now iran civilian have repeatedly find themselves trap in war they never chosethe current military campaign by israel and the united state have already cause massive casualty and damage across iran the business standardfor many critic this raise an uncomfortable truth the big victim of geopolitical conflict be almost always ordinary people,Neutral
333,"7520 kHz: another additional Radio Farda freq, and it seems that's the Tashkent one! QRMed by strong CW on 7521 kHz for a moment, off now.  So right now, Radio Farda can be heard on the following freqs (* indicates #jamming): 1395 5860 7470* 7520 11575 13755*  #shortwave #Iran #IranWar #WARINIRAN",neutral,khz another additional radio farda freq and it seem thats the tashkent one qrmed by strong cw on khz for a moment off now so right now radio farda can be hear on the following freqs indicates,Neutral
334,"There is no plan for what comes after in Iran, because they do not care about an ""after."" The death and destruction are not means to an end—they are the end. Any pause that follows would be nothing more than a breath between one wave of suffering and the next.#Iran #IranWar #USImperialism",negative,there be no plan for what come after in iran because they do not care about an after the death and destruction be not mean to an endthey be the end any pause that follow would be nothing more than a breath between one wave of suffering and the next,Negative
